ref_id,original_authors,original_year,original_title,pub_title,journal_abbrev,volume,doi_extracted,doi_final,lang,pub_title_en,source_type,author_count,is_complete,flags
REF-00127,"Ulrich, R.S.",1984,View through a window may influence recovery. Science 224:420–421,View through a window may influence recovery. Science 224:420–421,,,,10.1126/science.6143402,en,,,1,1,SOURCE_TYPE_UNKNOWN
REF-00128,"Marquardt, G.",2011,EADDAT validation (30 care homes). HERD. DOI:10.1177/193758671100400207,EADDAT validation (30 care homes). HERD,,,10.1177/193758671100400207,10.1177/193758671100400207,ca,,,1,1,SOURCE_TYPE_UNKNOWN|NEEDS_TRANSLATION
REF-00129,"Mostafa, M.",2021,ASPECTSS 2.0. Front Psychiatry. DOI:10.3389/fpsyt.2021.727353,ASPECTSS 2.0. Front Psychiatry,,,10.3389/fpsyt.2021.727353,10.3389/fpsyt.2021.727353,en,,standard,1,1,
REF-00130,BSI,2022,PAS 6463:2022 — UK neurodiversity built environment standard,PAS 6463:2022 — UK neurodiversity built environment standard,,,,,en,,standard,1,1,
REF-00131,"Holohan, E.",2022,Trauma-informed design scoping review. [GREY — DOI required],Trauma-informed design scoping review,,,,10.24135/10292/18859,en,,grey,1,1,
REF-00132,"Iwarsson, S. et al.",2005,Housing Enabler validation. [GREY — DOI required; Aging Clin Exp Res likely],Housing Enabler validation,,,,,en,,grey,1,0,ET_AL_INCOMPLETE
REF-00133,"Young, R. et al.",2019,OT-design collaboration: scoping review. [GREY — DOI required],OT-design collaboration,,,,,en,,grey,1,0,ET_AL_INCOMPLETE
REF-00134,"Wellecke, C. et al.",2022,Accessible design features and home modifications: mixed-methods survey of OTs. Disabil Health J 15(,Accessible design features and home modifications,Disabil Health J,15,10.1016/j.dhjo.2022.101281,10.1016/j.dhjo.2022.101281,en,,journal_article,1,0,ET_AL_INCOMPLETE
REF-00135,"Russell, M. et al.",2018,4-phase 9-subphase OT-design protocol. [GREY — DOI required],4-phase 9-subphase OT-design protocol,,,,,fr,,grey,1,0,NEEDS_TRANSLATION|ET_AL_INCOMPLETE
REF-00136,"Zallio, M. & Clarkson, P.J.",2021,Inclusive design failures. Build Environ. DOI:10.1016/j.buildenv.2021.108352,Inclusive design failures. Build Environ,,,10.1016/j.buildenv.2021.108352,10.1016/j.buildenv.2021.108352,en,,,2,1,SOURCE_TYPE_UNKNOWN
REF-00137,"Zallio, M. & Clarkson, P.J.",2022,[GREY — DOI required],,,,,,fi,,grey,2,1,SHORT_TITLE|NEEDS_TRANSLATION
REF-00138,"Zallio, M. & Clarkson, P.J.",2023,~10% clients request inclusive design beyond code. [GREY — DOI required],~10% clients request inclusive design beyond code,,,,,en,,grey,2,1,
REF-00139,"Trouvé, H. et al.",2016,French OT practice — home modification. [GREY — DOI required],French OT practice — home modification,,,,,fr,,grey,1,0,NEEDS_TRANSLATION|ET_AL_INCOMPLETE
REF-00140,Concrete Change (Eleanor Smith),1987,Visitability standards — original framework,Visitability standards — original framework,,,,,en,,,1,1,SOURCE_TYPE_UNKNOWN
REF-00141,CMHC,2023,Universal Design Guide,Universal Design Guide,,,,,da,,standard,1,1,NEEDS_TRANSLATION
REF-00142,US Access Board,2010,2010 ADA Standards for Accessible Design,2010 ADA Standards for Accessible Design,,,,,en,,standard,1,1,
REF-00143,HUD,2022,Fair Housing Act Accessibility Guidelines Design Manual,Fair Housing Act Accessibility Guidelines Design Manual,,,,,en,,standard,1,1,
REF-00144,DIN,2011,DIN 18040-2 — Barrierefreies Bauen Wohnungen,Barrierefreies Bauen Wohnungen,,,,,de,,standard,1,1,NEEDS_TRANSLATION
REF-00145,Direktoratet for byggkvalitet,2017,TEK17 — Norwegian mandatory accessibility,Norwegian mandatory accessibility,,,,,en,,standard,1,1,
REF-00146,ABCB,2022,NCC 2022 — Australian mandatory residential,Australian mandatory residential,,,,,en,,standard,1,1,
REF-00147,SCIE,2023,Habinteg Housing Association case study — wheelchair-accessible bungalow,Habinteg Housing Association case study — wheelchair-accessible bungalow,,,,,en,,,1,1,SOURCE_TYPE_UNKNOWN
REF-00148,"Runnalls, J. & Walker, M.",2024,Inclusive Housing Design Guide. RIBA/Habinteg/CAE. DOI:10.4324/9781003564164,Inclusive Housing Design Guide. RIBA/Habinteg/CAE,,,10.4324/9781003564164,10.4324/9781003564164,en,,,2,1,SOURCE_TYPE_UNKNOWN
REF-00149,Habinteg,2025,A forecast for accessible homes 2025,A forecast for accessible homes 2025,,,,,en,,,1,1,SOURCE_TYPE_UNKNOWN
REF-00150,"Szanton, S. et al.",2019,"CAPABLE RCT — $2,825/participant home modification","$2,825/participant home modification",,,,,it,,,1,0,SOURCE_TYPE_UNKNOWN|NEEDS_TRANSLATION|ET_AL_INCOMPLETE
REF-00151,"Keall, M. et al.",2015,HIPI study — 26% fall reduction. Lancet 385:231. DOI:10.1016/S0140-6736(14)61006-0,HIPI study — 26% fall reduction. Lancet 385:231. 61006-0,,,10.1016/S0140-6736(14,10.1016/S0140-6736(14,en,,,1,0,SOURCE_TYPE_UNKNOWN|ET_AL_INCOMPLETE
REF-00152,Summer Foundation / Winkler,2024,Supporting accessible housing transitions. Melbourne,Supporting accessible housing transitions. Melbourne,,,,,en,,,2,1,SOURCE_TYPE_UNKNOWN
REF-00153,"Newton, C. et al.",2023,Inclusive Bathroom Design. UTS/Spinal Cord Injuries Australia,Inclusive Bathroom Design. UTS/Spinal Cord Injuries Australia,,,,,en,,,1,0,SOURCE_TYPE_UNKNOWN|ET_AL_INCOMPLETE
REF-00154,"Lindsay, L. et al.",2024,"Accessible independent housing for disabilities: scoping review (60 studies, 18 countries). PLoS ONE",Accessible independent housing for disabilities,,,10.1371/journal.pone.0291228,10.1371/journal.pone.0291228,en,,,1,0,SOURCE_TYPE_UNKNOWN|ET_AL_INCOMPLETE
REF-00155,UN,2006,"Convention on the Rights of Persons with Disabilities (CRPD) — Art. 9, Art. 19","Convention on the Rights of Persons with Disabilities (CRPD) — Art. 9, Art. 19",,,,,en,,standard,1,1,
REF-00156,CRPD Committee,2014,General Comment No. 2 — Art. 9 Accessibility,General Comment No. 2 — Art. 9 Accessibility,,,,,en,,standard,1,1,
REF-00157,CRPD Committee,2017,General Comment No. 5 — Art. 19 Independent Living,General Comment No. 5 — Art. 19 Independent Living,,,,,en,,standard,1,1,
REF-00158,IDA,n.d.,IDA CRPD Art. 9 compilation — 100+ countries,IDA CRPD Art. 9 compilation — 100+ countries,,,,,en,,standard,1,1,
REF-00159,(C01–C12 — full citations in search log),n.d.,CRPD implementation sources C1–C12 [GREY — full citations in search log; DOI/URL required before pub,CRPD implementation sources C1–C12,,,,,en,,standard,,0,
REF-00160,CRA,2024,Home Accessibility Tax Credit (HATC),Home Accessibility Tax Credit (HATC),,,,,en,,standard,1,1,
REF-00161,US VA,2026,VA SAH/SHA grants FY2026,VA SAH/SHA grants FY2026,,,,,de,,standard,1,1,NEEDS_TRANSLATION
REF-00162,MHCLG,2024,Disabled Facilities Grant (DFG),Disabled Facilities Grant (DFG),,,,,en,,standard,1,1,
REF-00163,ANAH,2024,MaPrimeAdapt' — France (January 2024),MaPrimeAdapt' — France (January 2024),,,,,en,,standard,1,1,
REF-00164,HDB Singapore,n.d.,EASE 2.0 — Enhancement for Active Seniors,Enhancement for Active Seniors,,,,,en,,standard,1,1,
REF-00165,KfW,2024,KfW 159 — barrier-reduction loan,KfW 159 — barrier-reduction loan,,,,,en,,standard,1,1,
REF-00166,Husbanken,n.d.,Norwegian Housing Bank — tilpasning av bolig,Norwegian Housing Bank — tilpasning av bolig,,,,,no,,standard,1,1,NEEDS_TRANSLATION
REF-00167,Boverket,2024,Bostadsanpassningsbidrag — Swedish housing adaptation grant,Bostadsanpassningsbidrag — Swedish housing adaptation grant,,,,,af,,standard,1,1,NEEDS_TRANSLATION
REF-00168,Riksdagen,n.d.,Lov om social service §116 — Denmark housing adaptation,Lov om social service §116 — Denmark housing adaptation,,,,,sv,,standard,1,1,NEEDS_TRANSLATION
REF-00169,NDTi / NHS England,2022,Autistic-led assessment of NHS CAMHS inpatient environments,Autistic-led assessment of NHS CAMHS inpatient environments,,,,,en,,guideline,2,1,
REF-00170,Gallaudet University,2008,DeafSpace SLCC rounded corners self-report (Co-1),DeafSpace SLCC rounded corners self-report (Co-1),,,,,en,,,1,1,SOURCE_TYPE_UNKNOWN
REF-00171,"Zallio, M. & Clarkson, P.J.",2021,Accessible toilet failures: ethnographic study. Build Environ. DOI:10.1016/j.buildenv.2021.108352,Accessible toilet failures,,,10.1016/j.buildenv.2021.108352,10.1016/j.buildenv.2021.108352,en,,,2,1,SOURCE_TYPE_UNKNOWN
REF-00172,"Gibson, J.J.",1979,The Ecological Approach to Visual Perception. Houghton Mifflin,The Ecological Approach to Visual Perception. Houghton Mifflin,,,,10.1126/science.209.4458.799,en,,,1,1,SOURCE_TYPE_UNKNOWN
REF-00173,"Heft, H.",2001,Ecological Psychology in Context. Lawrence Erlbaum,Ecological Psychology in Context. Lawrence Erlbaum,,,,10.4324/9781410600479,en,,,1,1,SOURCE_TYPE_UNKNOWN
REF-00174,"Reed, E.S.",1982,An outline of a theory of action systems. J Motor Behav 14(2):98,An outline of a theory of action systems,J Motor Behav,14,,10.1080/00222895.1982.10735267,en,,journal_article,1,1,
REF-00175,"Turvey, M.T. & Carello, C.",1995,Dynamic touch. In Handbook of Perception and Action Vol 2. Academic Press,Dynamic touch Academic Press,,,,,en,,book_chapter,2,1,
REF-00176,"Barker, R.G.",1968,Ecological Psychology. Stanford University Press,Ecological Psychology,,,,10.1126/science.166.3907.856-a,en,,,1,1,SOURCE_TYPE_UNKNOWN
REF-00177,"Townsend, E. & Polatajko, H.",2007,Enabling Occupation II: CMOP-E. CAOT Publications,Enabling Occupation II,,,,,en,,,2,1,SOURCE_TYPE_UNKNOWN
REF-00178,"Kielhofner, G.",2008,"Model of Human Occupation, 4th ed. Lippincott","Model of Human Occupation, 4th ed. Lippincott",,,,10.1080/07380570802555067,en,,,1,1,SOURCE_TYPE_UNKNOWN
REF-00179,"Baum, C. et al.",2015,PEOP model. In Willard and Spackman's OT,PEOP model,,,,,ca,,book_chapter,1,0,NEEDS_TRANSLATION|ET_AL_INCOMPLETE
REF-00180,"Iwama, M.",2006,The Kawa Model: Culturally Relevant OT. Churchill Livingstone,The Kawa Model,,,,10.1016/b978-0-443-10234-9.50011-6,sw,,,1,1,SOURCE_TYPE_UNKNOWN|NEEDS_TRANSLATION
REF-00181,"Siu, A. et al.",2024,PEOP validation: SR (109 articles). PMC. [GREY — DOI required],PEOP validation,,,,,et,,grey,1,0,NEEDS_TRANSLATION|ET_AL_INCOMPLETE
REF-00182,(E10 — source TBC),n.d.,Co-1 lived experience housing — [GREY — full citation from search log required],Co-1 lived experience housing —,,,,,en,,grey,,0,
REF-00183,(E13 — source TBC),n.d.,Co-1 housing — ZA middle-class exclusion [GREY — full citation from search log required],Co-1 housing — ZA middle-class exclusion,,,,,en,,grey,,0,
REF-00184,(E14 — source TBC),n.d.,ZA Co-1 housing [GREY — full citation from search log required],ZA Co-1 housing,,,,,en,,grey,,0,
REF-00185,(E17 — source TBC),n.d.,LAC systematic review — disability-poverty housing correlation [GREY — full citation required],LAC systematic review — disability-poverty housing correlation,,,,,en,,grey,,0,
REF-00186,(E29 — source TBC),n.d.,KR — 14.6% semi-basement housing Co-1 [GREY — full citation required],KR — 14.6% semi-basement housing Co-1,,,,,en,,grey,,0,
REF-00187,WHO,2010,WHO CBR Guidelines — accessible housing in Global South contexts,WHO CBR Guidelines — accessible housing in Global South contexts,,,,,en,,standard,1,1,
REF-00188,UN-Habitat,2016,Housing Accessibility Handbook — slum upgrading and affordable housing contexts,Housing Accessibility Handbook — slum upgrading and affordable housing contexts,,,,,en,,standard,1,1,
REF-00189,"Hoover-Fong, J. et al.",2021,"CLARITY — achondroplasia anthropometrics (n=1,374). [GREY — DOI required]","achondroplasia anthropometrics (n=1,374)",,,,,en,,grey,1,0,ET_AL_INCOMPLETE
REF-00190,WHO,2006,WHO Child Growth Standards,WHO Child Growth Standards,,,,,en,,standard,1,1,
REF-00191,"McDowell, M.A. et al.",2021,NHANES — US paediatric anthropometrics. [GREY — DOI required],US paediatric anthropometrics,,,,,en,,grey,1,0,ET_AL_INCOMPLETE
REF-00192,"Steinfeld, E. et al.",2006,Wheelchair turning radius research — RESNA. [GREY — DOI required],Wheelchair turning radius research — RESNA,,,,,en,,standard,1,0,ET_AL_INCOMPLETE
REF-00193,NHS,n.d.,NHS HBN 00-03 — healthcare bariatric guidance,healthcare bariatric guidance,,,,,en,,standard,1,1,
REF-00194,FGI,2022,FGI Guidelines for Design and Construction of Hospitals,FGI Guidelines for Design and Construction of Hospitals,,,,,en,,standard,1,1,
REF-00195,GB/T 16252 + 建标156-2011,2011,"城市普通中小学校校舍建设标准 — National school building standards (China), includes dimensional requirements for c","城市普通中小学校校舍建设标准 — National school building standards (China), includes dimensiona",,,,,ja,National standards for construction of urban primary and secondary school buildings (China),standard,2,1,
REF-00196,Beijing Municipal Government,2019,"Beijing Special Education School Design Guidelines (北京市特殊教育学校建设标准). Covers accessible routes, sensor",Beijing Special Education School Design Guidelines (北京市特殊教育学校建设标准). Covers acces,,,,,ja,,standard,1,1,NEEDS_TRANSLATION
REF-00197,Zhejiang Standard,2025,DB3303/T 084-2025 — Barrier-free environment construction for special education schools (Zhejiang Pr,DB3303/T 084-2025 — Barrier-free environment construction for special education ,,,,,en,,standard,1,1,
REF-00198,MEXT (文部科学省),2020,特別支援学校施設整備指針 — Special Support School Facilities Design Guidelines. Covers: classroom acoustics (≤40,特別支援学校施設整備指針 — Special Support School Facilities Design Guidelines. Covers,,,,,ja,,standard,1,1,NEEDS_TRANSLATION
REF-00199,ISO,2019,ISO 23599:2019 — Tactile walking surface indicators,ISO 23599:2019 — Tactile walking surface indicators,,,,,en,,standard,1,1,
REF-00200,IEC,2017,IEC 60118-4:2014+AMD1:2017 — Hearing loop performance,IEC 60118-4:2014+AMD1:2017 — Hearing loop performance,,,,,en,,standard,1,1,
REF-00201,"DSDC, University of Stirling",2024,EADDAT — Environments for Ageing and Dementia Design Assessment Tool,Environments for Ageing and Dementia Design Assessment Tool,,,,,en,,standard,1,1,
REF-00202,"Marquardt, G.",2011,Wayfinding for people with dementia. HERD 4(2):75–90. DOI:10.1177/193758671100400207,Wayfinding for people with dementia,HERD,4,10.1177/193758671100400207,10.1177/193758671100400207,en,,journal_article,1,1,
REF-00203,MSIF,2023,MS International Federation Atlas 2023,MS International Federation Atlas 2023,,,,,en,,,1,1,SOURCE_TYPE_UNKNOWN
REF-00204,Steinfeld E et al.,2016,Experimental Studies of Wheelchair and Walker Users Passing Through Doors…,Experimental Studies of Wheelchair and Walker Users Passing Through Doors…,,,,10.3233/978-1-61499-684-2-883,en,,,1,0,SOURCE_TYPE_UNKNOWN|ET_AL_INCOMPLETE
REF-00205,CMHC,2021,Renovating for Accessibility: Building Entrances,Renovating for Accessibility,,,,,en,,standard,1,1,
REF-00206,US Access Board,2014,Understanding New Accessibility Requirements for Doors,Understanding New Accessibility Requirements for Doors,,,,,en,,standard,1,1,
REF-00207,DIN,2011,DIN 18040-2 §5 Bedienungshöhen (operating heights),DIN 18040-2 §5 Bedienungshöhen (operating heights),,,,,de,,standard,1,1,NEEDS_TRANSLATION
REF-00208,ABNT,2020,ABNT NBR 9050:2020 Acessibilidade a edificações §4.6 Alcance Manual lateral,ABNT NBR 9050:2020 Acessibilidade a edificações §4.6 Alcance Manual lateral,,,,,pt,,standard,1,1,NEEDS_TRANSLATION
REF-00209,BSI,2018,BS 8300-2:2018 §8 Controls and switches,BS 8300-2:2018 §8 Controls and switches,,,,,en,,standard,1,1,
REF-00210,RHF,2024,RHFAC Rating Survey v4.0 §2.4 — power door operator reach range,RHFAC Rating Survey v4.0 §2.4 — power door operator reach range,,,,,en,,standard,1,1,
REF-00211,Standards Australia,1992,AS 1428.2:1992 Enhanced requirements for people with disabilities §15 Reach range,AS 1428.2:1992 Enhanced requirements for people with disabilities §15 Reach rang,,,,,en,,standard,1,1,
REF-00212,CSA Group,2024,CAN/CSA B651-18 Accessible design for the built environment (door clear opening ≥850mm),CAN/CSA B651-18 Accessible design for the built environment (door clear opening ,,,,,en,,standard,1,1,
REF-00213,ADA National Network,2017,Opening Doors to Everyone,Opening Doors to Everyone,,,,,en,,standard,1,1,
REF-00214,"Griggs, K.E. et al.",2019,Thermoregulatory impairment in athletes with a spinal cord injury (infographic). Br J Sports Med 53(,Thermoregulatory impairment in athletes with a spinal cord injury (infographic).,Br J Sports Med,53,10.1136/bjsports-2018-099853,10.1136/bjsports-2018-099853,en,,journal_article,1,0,ET_AL_INCOMPLETE
REF-00215,WHO,2018,WHO Housing and Health Guidelines — 18–24°C general range; disability named,WHO Housing and Health Guidelines — 18–24°C general range; disability named,,,,,en,,standard,1,1,
REF-00216,"Flensner, G. et al.",2011,Sensitivity to heat in MS patients: a factor strongly influencing symptomology — an explorative surv,Sensitivity to heat in MS patients,,,10.1186/1471-2377-11-27,10.1186/1471-2377-11-27,en,,,1,0,SOURCE_TYPE_UNKNOWN|ET_AL_INCOMPLETE
REF-00217,(author TBC),2025,MS housing design peer-reviewed source. [GREY — only housing-design adjacent MS source; DOI required,MS housing design peer-reviewed source,,,,,en,,grey,,0,
REF-00218,"Hayashi, H. & Naito, H.",2022,Japanese clinical review — sweating capacity percentages in SCI. [GREY — DOI required; JA journal li,Japanese clinical review — sweating capacity percentages in SCI,,,,,en,,grey,2,1,
REF-00219,"Chaseling, G. et al.",2022,Patient thermal resilience strategies — AC/fans/ventilation. [GREY — DOI required],Patient thermal resilience strategies — AC/fans/ventilation,,,,,en,,grey,1,0,ET_AL_INCOMPLETE
REF-00220,"Staud, R.",2011,"Evidence for shared pain mechanisms in OA, LBP, and fibromyalgia. Curr Rheumatol Rep 13(6):513–520. ","Evidence for shared pain mechanisms in OA, LBP, and fibromyalgia. ",Curr Rheumatol Rep,13,10.1007/s11926-011-0206-6,10.1007/s11926-011-0206-6,en,,journal_article,1,1,
REF-00221,"Geisser, M. et al.",2021,Hyperacusis + temperature co-occurrence in fibromyalgia. [GREY — DOI required],Hyperacusis + temperature co-occurrence in fibromyalgia,,,,,en,,grey,1,0,ET_AL_INCOMPLETE
REF-00222,"Baquero Larriva, M.T. & Forcada, N.",2023,A Field Investigation of the Thermal Comfort of Older Adults in Cold Winter Climates. Indoor Air 202,A Field Investigation of the Thermal Comfort of Older Adults in Cold Winter Clim,,,10.1155/2023/9185216,10.1155/2023/9185216,en,,,2,1,SOURCE_TYPE_UNKNOWN
REF-00223,CDC,2024,ME/CFS Clinical Care — cool environment requirement,ME/CFS Clinical Care — cool environment requirement,,,,,ca,,,1,1,SOURCE_TYPE_UNKNOWN|NEEDS_TRANSLATION
REF-00224,Newcastle POTS clinic,2018,POTS thermal triggers — clinical guidance. [GREY — specific publication unverified],POTS thermal triggers — clinical guidance,,,,,en,,standard,1,1,
REF-00225,ISO,2005,ISO 7730:2005 — Ergonomics of the thermal environment (PMV/PPD),ISO 7730:2005 — Ergonomics of the thermal environment (PMV/PPD),,,,,en,,standard,1,1,
REF-00226,IWBI,2024,WELL v2 Thermal Comfort feature,WELL v2 Thermal Comfort feature,,,,,en,,standard,1,1,
REF-00227,"Berwick, R.J., Siew, S., Andersson, D.A., Marshall, A. & Goebel, A.",2021,A Systematic Review Into the Influence of Temperature on Fibromyalgia Pain: Meteorological Studies a,A Systematic Review Into the Influence of Temperature on Fibromyalgia Pain,J Pain,22,10.1016/j.jpain.2020.12.005,10.1016/j.jpain.2020.12.005,en,,journal_article,2,1,
REF-00228,"Christogianni, A. et al.",2018,Temperature sensitivity in multiple sclerosis: An overview of its impact on sensory and cognitive sy,Temperature sensitivity in multiple sclerosis,Temperature,5,,10.1080/23328940.2018.1475831,it,,journal_article,1,0,NEEDS_TRANSLATION|ET_AL_INCOMPLETE
REF-00229,"Jevotovsky, D.S., Bhatt, R.R., Engel, A., Gupta, A. & Keltner, J.R.",2025,Weathering the Pain: Ambient Temperature's Role in Chronic Pain Syndromes. Current Pain and Headache,Weathering the Pain,Current Pain and Headache Reports,29,10.1007/s11916-025-01361-8,10.1007/s11916-025-01361-8,en,,journal_article,2,1,
REF-00230,NICE,2021,NICE NG206 — ME/CFS,ME/CFS,,,,,vi,,guideline,1,1,SHORT_TITLE|NEEDS_TRANSLATION
REF-00231,Bateman Horne Center,2025,ME/CFS Clinical Care Guide 2025,ME/CFS Clinical Care Guide 2025,,,,,en,,,1,1,SOURCE_TYPE_UNKNOWN
REF-00232,(author TBC),2019,PMC6260403 — ME/CFS built environment review [GREY — WRONG-MATCH: PMC6260403 resolves to unrelated 1,ME/CFS built environment review,,,,,en,,grey,,0,
REF-00233,"Strassheim, V. et al.",2018,OI in ME/CFS. [GREY — specific Strassheim 2018 not located; closest match is Richardson et al. 2018 ,OI in ME/CFS,,,,10.1186/s12967-018-1473-z,de,,grey,1,0,NEEDS_TRANSLATION|ET_AL_INCOMPLETE
REF-00234,CDC,2024,ME/CFS Clinical Care 2024,ME/CFS Clinical Care 2024,,,,,ro,,,1,1,SOURCE_TYPE_UNKNOWN|NEEDS_TRANSLATION
REF-00235,Dysautonomia Support Network,n.d.,Environmental guidance for dysautonomia,Environmental guidance for dysautonomia,,,,,en,,,1,1,SOURCE_TYPE_UNKNOWN
REF-00236,JAN,n.d.,POTS workplace accommodations,POTS workplace accommodations,,,,,en,,standard,1,1,
REF-00237,Boverket,2024,BFS 2024:12 — bostadsanpassning,BFS 2024:12 — bostadsanpassning,,,,,sv,,standard,1,1,NEEDS_TRANSLATION
REF-00238,MDPH France,n.d.,PCH — housing adaptation funding,PCH — housing adaptation funding,,,,,en,,standard,1,1,
REF-00239,REHADAT,n.d.,REHADAT DE — housing adaptation,housing adaptation,,,,,en,,standard,1,1,
REF-00240,"Ismail, A. et al.",2023,Fibromyalgia hydrotherapy SR. Tandfonline. [GREY — POSSIBLE-ERROR: No 2023 FM hydrotherapy SR by Ism,Fibromyalgia hydrotherapy SR. Tandfonline,,,,,en,,grey,1,0,ET_AL_INCOMPLETE
REF-00241,RCOT,n.d.,Energy conservation guide,Energy conservation guide,,,,,en,,guideline,1,1,
REF-00242,"Hersche, R. et al.",2022,OT interventions in chronic pain: SR. OT Int. [GREY — DOI required],OT interventions in chronic pain,,,,10.1155/2022/4590154,en,,grey,1,0,ET_AL_INCOMPLETE
REF-00243,(author TBC),2022,PMC9716468 — ME/CFS activity pacing SR [GREY — DOI required],ME/CFS activity pacing SR,,,,,en,,grey,,0,
REF-00244,IOM/NAM,2015,Beyond ME/CFS: Redefining an Illness. NAP. DOI:10.17226/19012,Beyond ME/CFS,,,10.17226/19012,10.17226/19012,en,,,2,1,SOURCE_TYPE_UNKNOWN
REF-00245,Bateman Horne Center,2025,ME/CFS Clinical Care: Criteria-Specific Guidance,ME/CFS Clinical Care,,,,,en,,,1,1,SOURCE_TYPE_UNKNOWN
REF-00246,CDC,2024,ME/CFS Clinical Care for Severely Affected Patients,ME/CFS Clinical Care for Severely Affected Patients,,,,10.3390/books978-3-0365-9361-6,en,,,1,1,SOURCE_TYPE_UNKNOWN
REF-00247,Wheels for Wellbeing,2025,Benches and Seating in Public Spaces,Benches and Seating in Public Spaces,,,,,en,,standard,1,1,
REF-00248,VisitEngland,n.d.,Make Your Business Accessible §5 — 50m seating interval,Make Your Business Accessible §5 — 50m seating interval,,,,,en,,standard,1,1,
REF-00249,BSI / DfT,2018,BS 8300-1:2018 + Manual for Streets — 100m seating interval,BS 8300-1:2018 + Manual for Streets — 100m seating interval,,,,,en,,standard,2,1,
REF-00250,"Kos, D. et al.",2015,Activity pacing self-management in ME/CFS: RCT. Am J Occup Ther,Activity pacing self-management in ME/CFS,,,,10.5014/ajot.2015.016287,en,,,1,0,SOURCE_TYPE_UNKNOWN|ET_AL_INCOMPLETE
REF-00251,"Van Hoof, J. et al.",2010,PMV/PPD unreliable for cognitively impaired populations. [GREY — DOI required],PMV/PPD unreliable for cognitively impaired populations,,,,,en,,grey,1,0,ET_AL_INCOMPLETE
REF-00252,MHLW Japan,2023,"6,073 bathtub drowning deaths from heat shock — official statistics","6,073 bathtub drowning deaths from heat shock — official statistics",,,,,en,,standard,1,1,
REF-00253,"Nakayama, K. et al.",1981,Foundational inter-room temperature differential study. [GREY — DOI required; JA journal],Foundational inter-room temperature differential study,,,,,en,,grey,1,0,ET_AL_INCOMPLETE
REF-00254,MS Society,n.d.,MS heat sensitivity guidance (cross-reference only — see MST-01/hs3),MS heat sensitivity guidance (cross-reference only — see MST-01/hs3),,,,,en,,,1,1,SOURCE_TYPE_UNKNOWN
REF-00255,"Baquero Larriva, M.T. & Forcada, N.",2022,Thermal comfort of older people during summer in the continental Mediterranean climate. Energy Build,Thermal comfort of older people during summer in the continental Mediterranean c,,,,10.1016/j.jobe.2022.104680,en,,,2,1,SOURCE_TYPE_UNKNOWN
REF-00256,[Authors TBC],2024,Indoor thermal comfort and ageing: A systematic review. J Build Eng.,Indoor thermal comfort and ageing,,,,,en,,,1,1,SOURCE_TYPE_UNKNOWN
REF-00257,(internal),2026,references/case-study-compendium.md v10.4 — 26 case study entries,references/case-study-compendium.md v10.4 — 26 case study entries,,,,,en,,internal,,0,
REF-00258,LSE / Habinteg,2023,M4(3) Wheelchair Standard Cost Study,M4(3) Wheelchair Standard Cost Study,,,,,en,,,2,1,SOURCE_TYPE_UNKNOWN
REF-00259,MHCLG,2024,Disabled Facilities Grant programme data 2023/24,Disabled Facilities Grant programme data 2023/24,,,,,fr,,standard,1,1,NEEDS_TRANSLATION
REF-00260,"Szanton, S. et al.",2019,"CAPABLE RCT costing — $2,825/participant, $700–$1,400 home mods","CAPABLE RCT costing — $2,825/participant, $700–$1,400 home mods",,,,,en,,,1,0,SOURCE_TYPE_UNKNOWN|ET_AL_INCOMPLETE
REF-00261,The Kelsey + Mercy Housing California (developers); HUD Section 811 / CA HCD AHSC (funders),2023-2025,"The Kelsey Civic Center, San Francisco — 112-unit mixed-income disability-forward housing (14 units ","The Kelsey Civic Center, San Francisco — 112-unit mixed-income disability-forwar",,,,10.4324/9781003172949-10,en,,guideline,2,1,
REF-00262,"Carr K, Weir PL, Azar D, Azar NR",2013,Universal Design: A Step toward Successful Aging,Universal Design,,,,10.1155/2013/324624,en,,,1,1,SOURCE_TYPE_UNKNOWN
REF-00263,"Denizou K, Venås C, Christophersen J, Klinski M",2019,Nye kriterier for Husbankens grunnlån — Merkostnader og betalingsvilje for livsløpsboliger,Nye kriterier for Husbankens grunnlån — Merkostnader og betalingsvilje for livsl,,,,,da,,,1,1,SOURCE_TYPE_UNKNOWN|NEEDS_TRANSLATION
REF-00264,DLUHC,2022,Raising accessibility standards for new homes: summary of consultation responses and government resp,Raising accessibility standards for new homes,,,,,en,,standard,1,1,
REF-00265,Bailey J et al.,2024,Hedonic Models Incorporating ESG Factors for Time Series of Average Annual Home Prices,Hedonic Models Incorporating ESG Factors for Time Series of Average Annual Home ,,,,10.3390/jrfm17080375,en,,,1,0,SOURCE_TYPE_UNKNOWN|ET_AL_INCOMPLETE
REF-00266,Bailey J et al.,2025,Evaluating Factor Contributions for Sold Homes,Evaluating Factor Contributions for Sold Homes,,,,10.3390/jrfm19020146,en,,,1,0,SOURCE_TYPE_UNKNOWN|ET_AL_INCOMPLETE
REF-00267,"Maisel JL, Smith E, Steinfeld E",2008,Increasing Home Access: Designing for Visitability,Increasing Home Access,,,,,en,,standard,1,1,
REF-00268,"Provan JA, Lane L, Horne Rowan J",2023,The Social and Economic Value of Wheelchair User Homes,The Social and Economic Value of Wheelchair User Homes,,,,10.2139/ssrn.4966134,en,,,1,1,SOURCE_TYPE_UNKNOWN
